template_id,template,n_examples
1207,[#15:1]-[OH;D1;+0:2].[#8:4]-[CH;D3;+0:3](-[O;H0;D2;+0:16]-[CH;D3;+0:15](-[C:14]-[#8:13])-[CH;D3;+0:17](-[O;D1;H1:18])-[C:19])-[CH;D3;+0:5](-[#7:6]-[C:7](-[C;D1;H3:8])=[O;D1;H0:9])-[CH;D3;+0:10](-[O;D1;H1:11])-[C:12]>>[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:3](-[#8:4])-[C@H;D3;+0:5](-[#7:6]-[C:7](-[C;D1;H3:8])=[O;D1;H0:9])-[C@@H;D3;+0:10](-[O;D1;H1:11])-[C:12].[#8:13]-[C:14]-[C@@H;D3;+0:15](-[OH;D1;+0:16])-[C@H;D3;+0:17](-[O;D1;H1:18])-[C:19],2
1208,[#15:1]-[OH;D1;+0:2].[#8:9]-[C:8]-[CH2;D2;+0:7]-[S+;H0;D3:11](-[C:10])-[C:12].[O;D1;H0:4]=[P;H0;D4;+0:3](-[O;D1;H1:5])(-[OH;D1;+0:6])-[OH;D1;+0:13]>>[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:3](=[O;D1;H0:4])(-[O;D1;H1:5])-[O;H0;D2;+0:6]-[CH2;D2;+0:7]-[C:8]-[#8:9].[C:10]-[S;H0;D2;+0:11]-[C:12].[OH2;D0;+0:13],2
1209,[C:5]-[C;H0;D3;+0:6](=[O;H0;D1;+0:4])-[C:8](=[O;D1;H0:9])-[O;D1;H1:10].[C:1]-[C@H;D3;+0:2](-[C:3])-[NH2;D1;+0:7]>>[C:1]-[C;H0;D3;+0:2](-[C:3])=[O;H0;D1;+0:4].[C:5]-[C@H;D3;+0:6](-[NH2;D1;+0:7])-[C:8](=[O;D1;H0:9])-[O;D1;H1:10],2
1210,[C:5]-[C;H0;D3;+0:6](=[O;H0;D1;+0:3])-[C:8](=[O;D1;H0:9])-[O;D1;H1:10].[C:1]-[C@H;D3;+0:2](-[NH2;D1;+0:7])-[C:4]>>[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4].[C:5]-[C@H;D3;+0:6](-[NH2;D1;+0:7])-[C:8](=[O;D1;H0:9])-[O;D1;H1:10],2
1211,[C:5]-[C;H0;D3;+0:6](=[O;H0;D1;+0:4])-[C:8](=[O;D1;H0:9])-[O;D1;H1:10].[C:1]-[C@H;D3;+0:2](-[C:3])-[NH2;D1;+0:7]>>[C:1]-[C;H0;D3;+0:2](-[C:3])=[O;H0;D1;+0:4].[C:5]-[CH;D3;+0:6](-[NH2;D1;+0:7])-[C:8](=[O;D1;H0:9])-[O;D1;H1:10],2
1212,[#15:1]-[OH;D1;+0:2].[#8:6]-[c:7]:[c;H0;D3;+0:8](-[CH2;D2;+0:3]-[C:4]=[C:5]):[c:9]>>[#15:1]-[O;H0;D2;+0:2]-[CH2;D2;+0:3]-[C:4]=[C:5].[#8:6]-[c:7]:[cH;D2;+0:8]:[c:9],2
1213,[C:5]-[CH2;D2;+0:6]-[O;H0;D2;+0:4]-[C:2](-[C;D1;H3:1])=[O;D1;H0:3].[C:8]-[SH;D1;+0:7]>>[C;D1;H3:1]-[C:2](=[O;D1;H0:3])-[OH;D1;+0:4].[C:5]-[CH2;D2;+0:6]-[S;H0;D2;+0:7]-[C:8],2
1214,[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:7](=[O;D1;H0:8])(-[O;D1;H1:9])-[O;D1;H1:10].[C;D1;H3:3]-[C:4](=[O;D1;H0:5])-[OH;D1;+0:6]>>[#15:1]-[OH;D1;+0:2].[C;D1;H3:3]-[C:4](=[O;D1;H0:5])-[O;H0;D2;+0:6]-[P;H0;D4;+0:7](=[O;D1;H0:8])(-[O;D1;H1:9])-[O;D1;H1:10],2
1215,[#1;H0;D0;+1].[CH3;D1;+0:4]-[C;H0;D3;+0:11]1=[C:12]-[C:6](=[O;D1;H0:5])-[C:7]=[C:8]-[C:9]-1=[O;D1;H0:10].[C:1]-[S;H0;D2;+0:2]-[C:3]>>[C:1]-[S+;H0;D3:2](-[C:3])-[CH3;D1;+0:4].[O;D1;H0:5]=[C:6]1-[C:7]=[C:8]-[C:9](=[O;D1;H0:10])-[CH;D2;+0:11]=[C:12]-1,2
1216,[#15:1]-[OH;D1;+0:2].[N;D1;H2:7]-[C:8](=[O;D1;H0:9])-[O;H0;D2;+0:10]-[P;H0;D4;+0:3](=[O;D1;H0:4])(-[O;D1;H1:5])-[O;D1;H1:6]>>[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:3](=[O;D1;H0:4])(-[O;D1;H1:5])-[O;D1;H1:6].[N;D1;H2:7]-[C:8](=[O;D1;H0:9])-[OH;D1;+0:10],2
1217,[#7;a:1]:[c:2]:[cH;D2;+0:3]:[c:6]:[#7;a:7].[#7;a:8]:[c:9]:[c:10](:[c:11]:[#7;a:12])-[N;H0;D3;+0:13]1-[C:14]-[C:15]-[N;H0;D3;+0:16](-[c:17])-[CH2;D2;+0:4]-1.[OH2;D0;+0:5]>>[#7;a:1]:[c:2]:[c;H0;D3;+0:3](-[CH2;D2;+0:4]-[OH;D1;+0:5]):[c:6]:[#7;a:7].[#7;a:8]:[c:9]:[c:10](:[c:11]:[#7;a:12])-[NH;D2;+0:13]-[C:14]-[C:15]-[NH;D2;+0:16]-[c:17],2
1218,[#15:1]-[OH;D1;+0:2].[#7:6]-[c:7]:[c;H0;D3;+0:8](-[CH2;D2;+0:3]-[C:4]=[C:5]):[c:9]>>[#15:1]-[O;H0;D2;+0:2]-[CH2;D2;+0:3]-[C:4]=[C:5].[#7:6]-[c:7]:[cH;D2;+0:8]:[c:9],2
1219,[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:10])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH2;D1;+0:3]-[CH2;D2;+0:9]-[C:8]=[O;D1;H0:7]>>[C:1]-[C@H;D3;+0:2](-[NH2;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[O;D1;H0:7]=[C:8]-[CH;D2;+0:9]=[O;H0;D1;+0:10],2
1220,[C:4]-[C;H0;D3;+0:3](=[O;D1;H0:5])-[O;H0;D2;+0:7]-[C:6].[C:1]-[OH;D1;+0:2]>>[C:1]-[O;H0;D2;+0:2]-[C;H0;D3;+0:3](-[C:4])=[O;D1;H0:5].[C:6]-[OH;D1;+0:7],2
1221,[#15:1]-[OH;D1;+0:2].[O;D1;H0:4]=[P;H0;D4;+0:3](-[O;D1;H1:5])(-[O;D1;H1:6])-[O;H0;D2;+0:11]-[C:10]-[C:8](=[O;D1;H0:7])-[O;D1;H1:9]>>[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:3](=[O;D1;H0:4])(-[O;D1;H1:5])-[O;D1;H1:6].[O;D1;H0:7]=[C:8](-[O;D1;H1:9])-[C:10]-[OH;D1;+0:11],2
1222,[C:1]-[CH2;D2;+0:2]-[NH;D2;+0:5]-[C:4].[NH3;D0;+0:3]>>[C:1]-[CH2;D2;+0:2]-[NH2;D1;+0:3].[C:4]-[NH2;D1;+0:5],2
1223,[C;D1;H3:9]-[C;H0;D3;+0:8](=[O;D1;H0:10])-[CH2;D2;+0:1]-[C:2]-[C:3](=[O;D1;H0:4])-[O;D1;H1:5].[C:6]-[SH;D1;+0:7]>>[CH3;D1;+0:1]-[C:2]-[C:3](=[O;D1;H0:4])-[O;D1;H1:5].[C:6]-[S;H0;D2;+0:7]-[C;H0;D3;+0:8](-[C;D1;H3:9])=[O;D1;H0:10],2
1224,[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:11])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH2;D1;+0:3]-[C@H;D3;+0:10](-[c:12])-[C:8](=[O;D1;H0:7])-[O;D1;H1:9]>>[C:1]-[C@H;D3;+0:2](-[NH2;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[O;D1;H0:7]=[C:8](-[O;D1;H1:9])-[C;H0;D3;+0:10](=[O;H0;D1;+0:11])-[c:12],2
1225,[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[S;H0;D2;+0:5]-[CH2;D2;+0:7]-[C:6].[C;D1;H3:10]-[C:9](=[O;D1;H0:11])-[OH;D1;+0:8]>>[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[SH;D1;+0:5].[C:6]-[CH2;D2;+0:7]-[O;H0;D2;+0:8]-[C:9](-[C;D1;H3:10])=[O;D1;H0:11],2
1226,[#7;a:1]:[c:2]:[c:3](-[NH2;D1;+0:4]):[#7;a:7].[C:8]-[N;H0;D3;+0:9](-[c:10])-[CH;D2;+0:5]=[O;D1;H0:6]>>[#7;a:1]:[c:2]:[c:3](-[NH;D2;+0:4]-[CH;D2;+0:5]=[O;D1;H0:6]):[#7;a:7].[C:8]-[NH;D2;+0:9]-[c:10],2
1227,[#1;H0;D0;+1].[C:1]-[S;H0;D2;+0:2]-[C:3].[C:5]=[C:6](-[O;H0;D2;+0:7]-[CH3;D1;+0:4])-[C:8]=[O;D1;H0:9]>>[C:1]-[S+;H0;D3:2](-[C:3])-[CH3;D1;+0:4].[C:5]=[C:6](-[OH;D1;+0:7])-[C:8]=[O;D1;H0:9],2
1228,[#15:1]-[OH;D1;+0:2].[C:7]-[CH;D3;+0:8](-[O;H0;D2;+0:9]-[S;H0;D4;+0:3](=[O;D1;H0:4])(=[O;D1;H0:5])-[O;D1;H1:6])-[C:10]-[C:11]=[C:12]>>[#15:1]-[O;H0;D2;+0:2]-[S;H0;D4;+0:3](=[O;D1;H0:4])(=[O;D1;H0:5])-[O;D1;H1:6].[C:7]-[C@H;D3;+0:8](-[OH;D1;+0:9])-[C:10]-[C:11]=[C:12],2
1229,[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:7])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[NH2;D1;+0:3]-[CH2;D2;+0:8]-[c:9]>>[C:1]-[C@H;D3;+0:2](-[NH2;D1;+0:3])-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[O;H0;D1;+0:7]=[CH;D2;+0:8]-[c:9],2
1230,[#15:1]-[OH;D1;+0:2].[N;D1;H2:4]-[C;H0;D3;+0:3](=[O;D1;H0:5])-[NH;D2;+0:6]-[C:7]-[C:8](=[O;D1;H0:9])-[O;D1;H1:10]>>[#15:1]-[O;H0;D2;+0:2]-[C;H0;D3;+0:3](-[N;D1;H2:4])=[O;D1;H0:5].[NH2;D1;+0:6]-[C:7]-[C:8](=[O;D1;H0:9])-[O;D1;H1:10],2
1231,[#15:1]-[O;H0;D2;+0:2]-[P;H0;D4;+0:4](-[#8:3])(=[O;D1;H0:5])-[O;D1;H1:6].[O;D1;H0:10]=[C:9]-[C:8]-[OH;D1;+0:7]>>[#15:1]-[OH;D1;+0:2].[#8:3]-[P;H0;D4;+0:4](=[O;D1;H0:5])(-[O;D1;H1:6])-[O;H0;D2;+0:7]-[C:8]-[C:9]=[O;D1;H0:10],2
1232,[#1;H0;D0;+1].[#7;a:1]:[c:2]:[n;H0;D3;+0:3](-[CH3;D1;+0:11]):[c:4](:[#7;a:5]):[c:6]:[#7;a:7].[C:8]-[S;H0;D2;+0:9]-[C:10]>>[#7;a:1]:[c:2]:[nH;D2;+0:3]:[c:4](:[#7;a:5]):[c:6]:[#7;a:7].[C:8]-[S+;H0;D3:9](-[C:10])-[CH3;D1;+0:11],2
1233,[C:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[S;H0;D2;+0:7]-[C:6].[C:5]-[SH;D1;+0:4]>>[C:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[S;H0;D2;+0:4]-[C:5].[C:6]-[SH;D1;+0:7],2
1234,[C:5]-[C;H0;D3;+0:6](=[O;H0;D1;+0:3])-[C:8](=[O;D1;H0:9])-[O;D1;H1:10].[C:1]-[C@@H;D3;+0:2](-[NH2;D1;+0:7])-[C:4]>>[C:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:3])-[C:4].[C:5]-[C@H;D3;+0:6](-[NH2;D1;+0:7])-[C:8](=[O;D1;H0:9])-[O;D1;H1:10],2
1235,[#15:1]-[OH;D1;+0:2].[C:8]-[OH;D1;+0:9].[O;D1;H0:6]=[C:5](-[O;D1;H1:7])-[C@;H0;D4;+0:3]1(-[OH;D1;+0:15])-[CH2;D2;+0:4]-[C@H;D3;+0:10](-[O;D1;H1:11])-[C:12]-[C:13]-[O;H0;D2;+0:14]-1>>[#15:1]-[O;H0;D2;+0:2]-[C;H0;D3;+0:3](=[CH2;D1;+0:4])-[C:5](=[O;D1;H0:6])-[O;D1;H1:7].[C:8]-[O;H0;D2;+0:9]-[CH;D3;+0:10](-[O;D1;H1:11])-[C:12]-[C:13]-[OH;D1;+0:14].[OH2;D0;+0:15],2
1236,[#15:6]-[O;H0;D2;+0:7]-[C@H;D3;+0:3](-[#8:4])-[C:5].[#15:1]-[OH;D1;+0:2]>>[#15:1]-[O;H0;D2;+0:2]-[C@H;D3;+0:3](-[#8:4])-[C:5].[#15:6]-[OH;D1;+0:7],2
1237,[#15:1]-[OH;D1;+0:2].[#8:4]-[C@@H;D3;+0:3](-[O;H0;D2;+0:9]-[c:8]:[c:7]:[#8;a:6])-[C:5]>>[#15:1]-[O;H0;D2;+0:2]-[C@H;D3;+0:3](-[#8:4])-[C:5].[#8;a:6]:[c:7]:[c:8]-[OH;D1;+0:9],2
1238,[C:1]-[CH;D2;+0:2]=[O;H0;D1;+0:7].[NH2;D1;+0:3]-[CH2;D2;+0:6]-[C:5]=[O;D1;H0:4]>>[C:1]-[CH2;D2;+0:2]-[NH2;D1;+0:3].[O;D1;H0:4]=[C:5]-[CH;D2;+0:6]=[O;H0;D1;+0:7],2
1239,[#1;H0;D0;+1].[#7;a:1]:[c:2]:[c;H0;D3;+0:3](-[CH3;D1;+0:9]):[c:4]:[#7;a:5].[C:6]-[S;H0;D2;+0:7]-[C:8]>>[#7;a:1]:[c:2]:[cH;D2;+0:3]:[c:4]:[#7;a:5].[C:6]-[S+;H0;D3:7](-[C:8])-[CH3;D1;+0:9],2
1240,[#15:1]-[OH;D1;+0:2].[#8:6]-[c:7]:[c;H0;D3;+0:8](-[C@@H;D3;+0:3](-[#8:4])-[C:5]):[c:9]>>[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:3](-[#8:4])-[C:5].[#8:6]-[c:7]:[cH;D2;+0:8]:[c:9],2
1241,[#1;H0;D0;+1].[#7;a:1]:[c;H0;D3;+0:2](-[CH3;D1;+0:7]):[c:3].[C:4]-[S;H0;D2;+0:5]-[C:6]>>[#7;a:1]:[cH;D2;+0:2]:[c:3].[C:4]-[S+;H0;D3:5](-[C:6])-[CH3;D1;+0:7],2
1242,[#15:1]-[OH;D1;+0:2].[#8:7]-[C@@;H0;D4;+0:3](-[O;H0;D2;+0:12]-[C@@H;D3;+0:11](-[C:13])-[C:10]-[#8:9])(-[C:4](=[O;D1;H0:5])-[O;D1;H1:6])-[C:8]>>[#15:1]-[O;H0;D2;+0:2]-[C@;H0;D4;+0:3](-[C:4](=[O;D1;H0:5])-[O;D1;H1:6])(-[#8:7])-[C:8].[#8:9]-[C:10]-[CH;D3;+0:11](-[OH;D1;+0:12])-[C:13],2
1243,[C:6]-[NH;D2;+0:7]-[CH;D2;+0:4]=[O;D1;H0:5].[C:1]-[NH;D2;+0:2]-[c:3]>>[C:1]-[N;H0;D3;+0:2](-[c:3])-[CH;D2;+0:4]=[O;D1;H0:5].[C:6]-[NH2;D1;+0:7],2
1244,[#15:1]-[OH;D1;+0:2].[#7;a:6]:[c:7]:[n;H0;D3;+0:8](-[C@@H;D3;+0:3](-[#8:4])-[C:5]):[#7;a:9]>>[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:3](-[#8:4])-[C:5].[#7;a:6]:[c:7]:[nH;D2;+0:8]:[#7;a:9],2
1245,[#15:1]-[OH;D1;+0:2].[#7:6]-[C:7](=[O;D1;H0:8])-[C:9]-[CH;D3;+0:10](-[C;D1;H3:11])-[O;H0;D2;+0:12]-[C@H;D3;+0:3](-[#8:4])-[C:5]>>[#15:1]-[O;H0;D2;+0:2]-[C@H;D3;+0:3](-[#8:4])-[C:5].[#7:6]-[C:7](=[O;D1;H0:8])-[C:9]-[C@@H;D3;+0:10](-[C;D1;H3:11])-[OH;D1;+0:12],2
1246,[#7:1]-[C:2](=[O;D1;H0:3])-[CH2;D2;+0:4]-[#7:5]-[C:6]=[O;D1;H0:7].[#7:10]-[C:11](=[O;D1;H0:12])-[C:13]-[CH;D3;+0:14](-[#16:15]-[C:16]=[O;D1;H0:17])-[CH2;D2;+0:8]-[S;D1;H1:9]>>[#7:1]-[C:2](=[O;D1;H0:3])-[C@@H;D3;+0:4](-[#7:5]-[C:6]=[O;D1;H0:7])-[CH2;D2;+0:8]-[S;D1;H1:9].[#7:10]-[C:11](=[O;D1;H0:12])-[C:13]-[CH2;D2;+0:14]-[#16:15]-[C:16]=[O;D1;H0:17],2
1247,[C:1]-[NH;D2;+0:2]-[C;H0;D3;+0:5](=[O;D1;H0:6])-[C:7]-[C:8](=[O;D1;H0:9])-[O;D1;H1:10].[C:3]-[SH;D1;+0:4]>>[C:1]-[NH2;D1;+0:2].[C:3]-[S;H0;D2;+0:4]-[C;H0;D3;+0:5](=[O;D1;H0:6])-[C:7]-[C:8](=[O;D1;H0:9])-[O;D1;H1:10],2
1248,[CH3;D1;+0:5]-[C;H0;D3;+0:4](=[O;H0;D1;+0:11])-[C:6](=[O;D1;H0:7])-[O;D1;H1:8].[C:1]-[C@H;D3;+0:2](-[OH;D1;+0:3])-[C:9]=[C:10]>>[C:1]-[CH;D3;+0:2](-[O;H0;D2;+0:3]-[C;H0;D3;+0:4](=[CH2;D1;+0:5])-[C:6](=[O;D1;H0:7])-[O;D1;H1:8])-[C:9]=[C:10].[OH2;D0;+0:11],2
1249,[#8:1]-[CH;D3;+0:2](-[OH;D1;+0:3])-[C:11].[C:10]=[C:9]-[C:8]-[C@H;D3;+0:4](-[OH;D1;+0:12])-[#8:5]-[C:6]=[C:7]>>[#8:1]-[C@@H;D3;+0:2](-[O;H0;D2;+0:3]-[C@H;D3;+0:4](-[#8:5]-[C:6]=[C:7])-[C:8]-[C:9]=[C:10])-[C:11].[OH2;D0;+0:12],2
1250,[C;D1;H3:7]-[C:6](=[O;D1;H0:8])-[C:5]-[C;H0;D3;+0:3](=[O;D1;H0:4])-[OH;D1;+0:9].[C:1]-[SH;D1;+0:2]>>[C:1]-[S;H0;D2;+0:2]-[C;H0;D3;+0:3](=[O;D1;H0:4])-[C:5]-[C:6](-[C;D1;H3:7])=[O;D1;H0:8].[OH2;D0;+0:9],2
1251,[C:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[NH;D2;+0:9]-[C:8]-[C:6](-[N;D1;H2:5])=[O;D1;H0:7].[OH2;D0;+0:4]>>[C:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[OH;D1;+0:4].[N;D1;H2:5]-[C:6](=[O;D1;H0:7])-[C:8]-[NH2;D1;+0:9],2
1252,[#8:1]-[C:2]-[OH;D1;+0:3].[C:5]-[C@H;D3;+0:4](-[C:6]=[O;D1;H0:7])-[O;H0;D2;+0:9]-[C:8]>>[#8:1]-[C:2]-[O;H0;D2;+0:3]-[C@H;D3;+0:4](-[C:5])-[C:6]=[O;D1;H0:7].[C:8]-[OH;D1;+0:9],2
1253,[#8:7]-[C:6]-[C@@H;D3;+0:4](-[OH;D1;+0:8])-[C:5].[#8:1]-[C:2]-[OH;D1;+0:3]>>[#8:1]-[C:2]-[O;H0;D2;+0:3]-[C@@H;D3;+0:4](-[C:5])-[C:6]-[#8:7].[OH2;D0;+0:8],2
1254,[#15:1]-[OH;D1;+0:2].[C:4]-[C;H0;D3;+0:3](=[O;D1;H0:5])-[OH;D1;+0:6]>>[#15:1]-[O;H0;D2;+0:2]-[C;H0;D3;+0:3](-[C:4])=[O;D1;H0:5].[OH2;D0;+0:6],2
1255,[#8:1]-[C@H;D3;+0:2](-[O;H0;D2;+0:6]-[C:5])-[C:4].[OH2;D0;+0:3]>>[#8:1]-[CH;D3;+0:2](-[OH;D1;+0:3])-[C:4].[C:5]-[OH;D1;+0:6],2
1256,[C:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[NH;D2;+0:6]-[C:5].[OH2;D0;+0:4]>>[C:1]-[C;H0;D3;+0:2](=[O;D1;H0:3])-[OH;D1;+0:4].[C:5]-[NH2;D1;+0:6],2
1257,[#8:1]-[C:2]-[OH;D1;+0:3].[C:9]=[C:8]-[C@;H0;D4;+0:4](-[OH;D1;+0:10])(-[C:5]#[N;D1;H0:6])-[C:7]>>[#8:1]-[C:2]-[O;H0;D2;+0:3]-[C@@;H0;D4;+0:4](-[C:5]#[N;D1;H0:6])(-[C:7])-[C:8]=[C:9].[OH2;D0;+0:10],2
1258,[#15:1]-[OH;D1;+0:2].[C;D1;H3:4]-[CH;D3;+0:3](-[C;D1;H3:5])-[OH;D1;+0:6]>>[#15:1]-[O;H0;D2;+0:2]-[CH;D3;+0:3](-[C;D1;H3:4])-[C;D1;H3:5].[OH2;D0;+0:6],2
1259,[#8:1]-[C@;H0;D4;+0:2](-[C:3])(-[OH;D1;+0:7])-[C:6].[C:5]-[OH;D1;+0:4]>>[#8:1]-[C@@;H0;D4;+0:2](-[C:3])(-[O;H0;D2;+0:4]-[C:5])-[C:6].[OH2;D0;+0:7],2
1260,[#7:1]-[C:2](=[O;D1;H0:3])-[C:4]-[NH2;D1;+0:5].[#8:7]-[C;H0;D3;+0:6](=[O;D1;H0:8])-[OH;D1;+0:9]>>[#7:1]-[C:2](=[O;D1;H0:3])-[C:4]-[NH;D2;+0:5]-[C;H0;D3;+0:6](-[#8:7])=[O;D1;H0:8].[OH2;D0;+0:9],2
1261,[C:1]-[CH2;D2;+0:2]-[O;H0;D2;+0:4]-[c:5].[OH2;D0;+0:3]>>[C:1]-[CH2;D2;+0:2]-[OH;D1;+0:3].[OH;D1;+0:4]-[c:5],2
1262,[#15:1]-[OH;D1;+0:2].[#8:6]-[C:5]-[C@H;D3;+0:3](-[OH;D1;+0:7])-[C:4]>>[#15:1]-[O;H0;D2;+0:2]-[C@@H;D3;+0:3](-[C:4])-[C:5]-[#8:6].[OH2;D0;+0:7],2
1263,[#7:1]-[C:2](=[O;D1;H0:3])-[C@@H;D3;+0:4](-[C:5])-[NH2;D1;+0:6].[O;D1;H0:8]=[CH;D2;+0:7]-[OH;D1;+0:9]>>[#7:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4](-[C:5])-[NH;D2;+0:6]-[CH;D2;+0:7]=[O;D1;H0:8].[OH2;D0;+0:9],2
1264,[C:1]-[NH2;D1;+0:2].[O;D1;H0:4]=[C;H0;D3;+0:3](-[OH;D1;+0:6])-[c:5]>>[C:1]-[NH;D2;+0:2]-[C;H0;D3;+0:3](=[O;D1;H0:4])-[c:5].[OH2;D0;+0:6],2
1265,[C:1]-[CH;D3;+0:2]1-[#7:3]-[C:4](=[O;D1;H0:6])-[NH;D2;+0:5]-[C;H0;D3;+0:7]-1=[O;D1;H0:8].[OH2;D0;+0:9]>>[C:1]-[C@@H;D3;+0:2](-[#7:3]-[C:4](-[NH2;D1;+0:5])=[O;D1;H0:6])-[C;H0;D3;+0:7](=[O;D1;H0:8])-[OH;D1;+0:9],2
1266,[#7:1]-[C:2](=[O;D1;H0:3])-[C@H;D3;+0:4](-[C:5])-[NH2;D1;+0:6].[C:8]-[C;H0;D3;+0:7](=[O;D1;H0:9])-[OH;D1;+0:10]>>[#7:1]-[C:2](=[O;D1;H0:3])-[CH;D3;+0:4](-[C:5])-[NH;D2;+0:6]-[C;H0;D3;+0:7](-[C:8])=[O;D1;H0:9].[OH2;D0;+0:10],2
1267,[C;D1;H3:6]-[OH;D1;+0:5].[C:7]-[O;H0;D2;+0:8]-[C;H0;D3;+0:3](=[O;D1;H0:4])-[C:2]=[C;D1;H2:1]>>[C;D1;H2:1]=[C:2]-[C;H0;D3;+0:3](=[O;D1;H0:4])-[O;H0;D2;+0:5]-[C;D1;H3:6].[C:7]-[OH;D1;+0:8],2
1268,[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[NH2;D1;+0:5].[C;D1;H3:7]-[C;H0;D3;+0:6](=[O;D1;H0:8])-[OH;D1;+0:9]>>[#8:1]-[C:2](=[O;D1;H0:3])-[C:4]-[NH;D2;+0:5]-[C;H0;D3;+0:6](-[C;D1;H3:7])=[O;D1;H0:8].[OH2;D0;+0:9],2
1269,[#8;a:6]:[c:5]:[c:4]-[OH;D1;+0:3].[#8:1]-[C@@H;D3;+0:2](-[OH;D1;+0:8])-[C:7]>>[#8:1]-[C@@H;D3;+0:2](-[O;H0;D2;+0:3]-[c:4]:[c:5]:[#8;a:6])-[C:7].[OH2;D0;+0:8],2
1270,[C:1]-[SH;D1;+0:2].[O;D1;H0:4]=[C;H0;D3;+0:3](-[OH;D1;+0:8])-[C:5]-[C:6]=[O;D1;H0:7]>>[C:1]-[S;H0;D2;+0:2]-[C;H0;D3;+0:3](=[O;D1;H0:4])-[C:5]-[C:6]=[O;D1;H0:7].[OH2;D0;+0:8],2
1271,[#8:1]-[C@H;D3;+0:2](-[OH;D1;+0:6])-[C:5].[OH;D1;+0:3]-[c:4]>>[#8:1]-[C@@H;D3;+0:2](-[O;H0;D2;+0:3]-[c:4])-[C:5].[OH2;D0;+0:6],2
1272,[#7:1]-[C:2]-[C;H0;D3;+0:3](=[O;D1;H0:4])-[OH;D1;+0:7].[C:6]-[NH2;D1;+0:5]>>[#7:1]-[C:2]-[C;H0;D3;+0:3](=[O;D1;H0:4])-[NH;D2;+0:5]-[C:6].[OH2;D0;+0:7],2
1273,[#8:6]-[C;H0;D4;+0:4](-[C:5])(-[OH;D1;+0:3])-[C:7].[#8:1]-[C@H;D3;+0:2](-[OH;D1;+0:9])-[C:8]>>[#8:1]-[C@H;D3;+0:2](-[O;H0;D2;+0:3]-[C@;H0;D4;+0:4](-[C:5])(-[#8:6])-[C:7])-[C:8].[OH2;D0;+0:9],2
1274,[#7:1]-[C:2](=[O;D1;H0:3])-[C:4]-[NH;D2;+0:5]-[C;H0;D3;+0:7](-[C:6])=[O;D1;H0:8].[OH2;D0;+0:9]>>[#7:1]-[C:2](=[O;D1;H0:3])-[C:4]-[NH2;D1;+0:5].[C:6]-[C;H0;D3;+0:7](=[O;D1;H0:8])-[OH;D1;+0:9],2
1275,[#7:1]-[C:2]-[C;H0;D3;+0:3](=[O;D1;H0:4])-[OH;D1;+0:8].[NH2;D1;+0:5]-[C:6]=[O;D1;H0:7]>>[#7:1]-[C:2]-[C;H0;D3;+0:3](=[O;D1;H0:4])-[NH;D2;+0:5]-[C:6]=[O;D1;H0:7].[OH2;D0;+0:8],2
1276,[N;D1;H0:1]#[C:2]-[C@@H;D3;+0:3](-[OH;D1;+0:8])-[c:4].[O;D1;H0:7]=[C:6]-[OH;D1;+0:5]>>[N;D1;H0:1]#[C:2]-[C@@H;D3;+0:3](-[c:4])-[O;H0;D2;+0:5]-[C:6]=[O;D1;H0:7].[OH2;D0;+0:8],2
1277,[CH3;D1;+0:4]-[C:5]-[C:6](=[O;D1;H0:7])-[O;D1;H1:8].[O;D1;H0:1]=[C;H0;D3;+0:2](-[OH;D1;+0:9])-[c:3]>>[O;D1;H0:1]=[C;H0;D3;+0:2](-[c:3])-[CH2;D2;+0:4]-[C:5]-[C:6](=[O;D1;H0:7])-[O;D1;H1:8].[OH2;D0;+0:9],2
